dataset,trial_id,block,cue,model,stage,channel,n_samples,MSE,zero_MSE,baseline_MSE,normalized_MSE
B1,10,0,-1,M2,maintenance,1,363,9735.237644245293,8922.488777141045,5440.830608898684,0.14846310703724913
B1,10,0,-1,M2,maintenance,2,363,35882.82298140476,31898.454596599713,42707.8322277143,0.5231912206833265
B1,11,0,1,M2,encoding,0,205,9079.251120677705,8808.612609852351,8477.947641086597,0.14098976450933975
B1,11,0,1,M2,encoding,1,205,13339.150951264588,14718.28914196507,8792.597933896783,0.203423056306618
B1,11,0,1,M2,encoding,2,205,7663.455851273382,9445.787648911559,4924.907280484118,0.1117373854213835
B1,11,0,1,M2,maintenance,0,362,37285.57435115237,37725.12332579739,27323.158997107792,0.5789997740443661
B1,11,0,1,M2,maintenance,1,362,42409.24150055024,40995.564283093416,29387.1879218269,0.6467441258597894
B1,11,0,1,M2,maintenance,2,362,9877.684920502306,8864.683464567363,15575.74863797671,0.14402205851420927
B1,12,0,-1,M2,encoding,0,205,269.9539984903223,202.87543721977997,159.4670420833874,0.004192058372394067
B1,12,0,-1,M2,encoding,1,205,99.45036425861696,180.86011984316184,695.6994356111825,0.0015166255425257337
B1,12,0,-1,M2,encoding,2,205,346.09095640949056,95.59730499889957,1013.2130146544205,0.005046195781340184
B1,12,0,-1,M2,maintenance,0,363,1714.9588975706113,1870.548901338502,838.7154106823048,0.02663123289551981
B1,12,0,-1,M2,maintenance,1,363,1953.287377765538,1765.184690213421,540.4920086304743,0.029787779573222088
B1,12,0,-1,M2,maintenance,2,363,612.40646899662,635.187394504253,1940.7762735288272,0.008929221879637185
B1,13,0,1,M2,encoding,0,205,746.1439232390941,680.4964075427549,622.3953812001444,0.011586710691145896
B1,13,0,1,M2,encoding,1,205,15053.6323112127,16476.594595734015,10719.747383317334,0.2295690261285059
B1,13,0,1,M2,encoding,2,205,2924.5715211059746,3893.613667128689,1646.8243783371493,0.04264185526584861
B1,13,0,1,M2,maintenance,0,363,6658.193926095121,6848.723495108648,3040.739566805253,0.10339368095676116
B1,13,0,1,M2,maintenance,1,363,95540.41114147064,93065.19379869079,75276.3716646438,1.4569984631103015
B1,13,0,1,M2,maintenance,2,363,5117.146582662605,4292.7936152468565,9314.715648390691,0.07461080106172714
B1,15,0,-1,M2,encoding,0,205,265.46498891858164,312.74430897354836,357.57504383315853,0.004122349495088264
B1,15,0,-1,M2,encoding,1,205,198.15770468624478,218.2879450773853,620.0832922102711,0.003021919915686888
B1,15,0,-1,M2,encoding,2,205,1365.0278488010879,698.0902658507092,2806.6725135046754,0.01990285398813451
B1,15,0,-1,M2,maintenance,0,362,591.9010760413618,552.6197778755476,2121.3562482036964,0.00919150623930173
B1,15,0,-1,M2,maintenance,1,362,1505.8019143745723,1298.1004960237171,354.3468537233949,0.022963592565491762
B1,15,0,-1,M2,maintenance,2,362,1032.3511745125702,740.6699318724596,1630.114566819234,0.015052245790332541
B1,16,0,1,M2,encoding,0,205,112.42742296501427,109.88985189408393,123.1051330375447,0.0017458615999869063
B1,16,0,1,M2,encoding,1,205,141.2632943575753,99.29441206086386,838.4185749030182,0.002154275874615178
B1,16,0,1,M2,encoding,2,205,425.6560747879734,556.3416032078823,269.8080872441158,0.006206298804166015
B1,16,0,1,M2,maintenance,0,362,540.7508045322068,516.762736042622,2158.463791855832,0.008397204524456527
B1,16,0,1,M2,maintenance,1,362,2448.197355893787,2938.9480707766306,6785.835092224329,0.03733519400127049
B1,16,0,1,M2,maintenance,2,362,824.1140760979779,1343.7863854812615,854.6074124853741,0.0120160347941257
B1,17,0,-1,M2,encoding,0,205,11783.505635037509,11310.459714220711,10952.81933423456,0.1829835591610343
B1,17,0,-1,M2,encoding,1,205,8052.534958618255,8999.235134903685,5128.052191413205,0.1228017643913624
B1,17,0,-1,M2,encoding,2,205,25195.786915511537,29553.52408087031,20796.935026987478,0.36736837899389274
B1,17,0,-1,M2,maintenance,0,362,48513.81332503763,49225.59873564765,38163.751093119055,0.753360715022999
