dataset,setting,trial_id,block,cue,model,stage,channel,n_samples,MSE,zero_MSE,baseline_MSE,normalized_MSE
B2,stimulus,15,0,1,N0,maintenance,0,362,36930.968139458615,37165.697050617666,29087.473977765865,0.3195844474846235
B2,stimulus,15,0,1,N0,maintenance,1,362,503040.90664824523,513890.98269250744,327734.7622847847,2.4261589446087553
B2,stimulus,15,0,1,N0,maintenance,2,362,111576.25503832634,105159.65586476208,170772.78385155517,0.571952499989439
B2,stimulus,15,0,1,N0,retrieval,0,347,404853.0301802016,402560.66813149484,176255.8655882461,3.5034210712817777
B2,stimulus,15,0,1,N0,retrieval,1,347,1007749.5435990641,1007813.6612835577,619961.1128351861,4.8603613281055
B2,stimulus,15,0,1,N0,retrieval,2,347,54343.831696443216,51956.875524358045,8038.84523960657,0.2785726262914035
B2,stimulus,17,0,-1,N0,encoding,0,205,10150.320400682718,10490.980679064585,12098.647410198097,0.08783643377001492
B2,stimulus,17,0,-1,N0,encoding,1,205,11450.998522913102,10540.803185654659,21815.136112988104,0.05522799860587475
B2,stimulus,17,0,-1,N0,encoding,2,205,33718.874915016204,33362.98060880725,36895.798155807664,0.17284676562992837
B2,stimulus,17,0,-1,N0,maintenance,0,362,12361.870196658356,12721.79490734727,13051.048258680676,0.10697421854085216
B2,stimulus,17,0,-1,N0,maintenance,1,362,29331.41793155668,28010.151243277935,9087.893015513524,0.14146500022604497
