dataset,fold,seed,level,stage,n_trials,V7_policy,RMSE,normalized_RMSE,contrast_RMSE,positive_mean_error,latency_error_ms,latency_pairs,objective
VisualCogA_Task-1,4,2027,0.5,未校正,18,训练均值保护,20.978293078352134,0.2056412582766163,16.144769784851057,6.5641248322340475,28.90625,5,0.3491167195696452
VisualCogA_Task-1,4,2027,0.5,V7,18,训练均值保护,21.16257691445721,0.2074477141114714,15.423158138477955,6.431846663446354,32.03125,5,0.3460896833674252
VisualCogA_Task-1,4,2027,1.0,未校正,18,训练均值保护,41.87530089664242,0.4104857118229322,32.411754256915,13.091959916346958,48.4375,5,0.6976799107110196
VisualCogA_Task-1,4,2027,1.0,V7,18,训练均值保护,38.99333485082302,0.38223502804426224,29.980125222148143,12.508808397461976,60.15625,5,0.6517947302688971
VisualCogA_Task-1,4,2027,2.0,未校正,18,训练均值保护,83.7795261047343,0.8212549563326772,64.29345013465897,26.175496982585077,77.34375,5,1.392962820410947
VisualCogA_Task-1,4,2027,2.0,V7,18,训练均值保护,76.12830524800492,0.7462533020773199,59.494021521429275,24.632277983597447,90.49479166666667,6,1.2793102729091042
VisualCogA_Task-1,4,2039,0.0,未校正,18,训练均值保护,7.547014642035182e-15,7.398016518425298e-17,8.111246939010637e-15,1.5543122344752192e-15,0.0,6,1.289719718440583e-16
VisualCogA_Task-1,4,2039,0.0,V7,18,训练均值保护,7.828957494478734,0.0767439306975883,4.9221914807574345,1.5228816051097545,0.6510416666666666,6,0.1157971611588026
VisualCogA_Task-1,4,2039,0.5,未校正,18,训练均值保护,21.266206793938004,0.20846355361432758,17.228022133147817,4.639993697031944,35.15625,4,0.33838690851324155
VisualCogA_Task-1,4,2039,0.5,V7,18,训练均值保护,20.39156825100444,0.1998898450750143,14.516095356651268,4.519616145356195,35.15625,4,0.3153412595068297
VisualCogA_Task-1,4,2039,1.0,未校正,18,训练均值保护,42.317240848931704,0.41481786065563475,34.601574578952004,8.64766453442916,78.125,4,0.6691794649800782
VisualCogA_Task-1,4,2039,1.0,V7,18,训练均值保护,38.24283553247587,0.37487820336914557,30.470384312960732,8.256826493981057,69.3359375,4,0.6051604411420435
